id,session_id,participant_id,task,t_ms,x,y,page_w,page_h,ts_utc,created_at
4409,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54690,202,234,1280,715,2025-11-29 11:46:54.126+00,2025-11-29 11:51:11.266517+00
4410,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54729,202,234,1280,715,2025-11-29 11:46:54.165+00,2025-11-29 11:51:11.266517+00
4411,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54770,202,234,1280,715,2025-11-29 11:46:54.205+00,2025-11-29 11:51:11.266517+00
4412,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54810,202,234,1280,715,2025-11-29 11:46:54.246+00,2025-11-29 11:51:11.266517+00
4413,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54849,202,234,1280,715,2025-11-29 11:46:54.285+00,2025-11-29 11:51:11.266517+00
4414,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54890,202,234,1280,715,2025-11-29 11:46:54.325+00,2025-11-29 11:51:11.266517+00
4415,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54930,202,234,1280,715,2025-11-29 11:46:54.366+00,2025-11-29 11:51:11.266517+00
4416,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,54969,202,234,1280,715,2025-11-29 11:46:54.405+00,2025-11-29 11:51:11.266517+00
4417,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55010,202,234,1280,715,2025-11-29 11:46:54.445+00,2025-11-29 11:51:11.266517+00
4418,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55050,202,234,1280,715,2025-11-29 11:46:54.486+00,2025-11-29 11:51:11.266517+00
4419,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55089,202,234,1280,715,2025-11-29 11:46:54.525+00,2025-11-29 11:51:11.266517+00
4420,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55128,202,234,1280,715,2025-11-29 11:46:54.563+00,2025-11-29 11:51:11.266517+00
4421,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55170,202,234,1280,715,2025-11-29 11:46:54.606+00,2025-11-29 11:51:11.266517+00
4422,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55209,202,234,1280,715,2025-11-29 11:46:54.645+00,2025-11-29 11:51:11.266517+00
4423,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55250,202,234,1280,715,2025-11-29 11:46:54.685+00,2025-11-29 11:51:11.266517+00
4424,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55290,202,234,1280,715,2025-11-29 11:46:54.726+00,2025-11-29 11:51:11.266517+00
4425,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55326,202,234,1280,715,2025-11-29 11:46:54.762+00,2025-11-29 11:51:11.266517+00
4426,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55369,202,234,1280,715,2025-11-29 11:46:54.805+00,2025-11-29 11:51:11.266517+00
4427,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55410,202,234,1280,715,2025-11-29 11:46:54.845+00,2025-11-29 11:51:11.266517+00
4428,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55450,202,234,1280,715,2025-11-29 11:46:54.886+00,2025-11-29 11:51:11.266517+00
4429,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55489,202,234,1280,715,2025-11-29 11:46:54.925+00,2025-11-29 11:51:11.266517+00
4430,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55529,202,234,1280,715,2025-11-29 11:46:54.965+00,2025-11-29 11:51:11.266517+00
4431,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55570,202,234,1280,715,2025-11-29 11:46:55.005+00,2025-11-29 11:51:11.266517+00
4432,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55610,202,234,1280,715,2025-11-29 11:46:55.046+00,2025-11-29 11:51:11.266517+00
4433,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55645,202,234,1280,715,2025-11-29 11:46:55.081+00,2025-11-29 11:51:11.266517+00
4434,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55690,202,234,1280,715,2025-11-29 11:46:55.125+00,2025-11-29 11:51:11.266517+00
4435,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55730,202,234,1280,715,2025-11-29 11:46:55.165+00,2025-11-29 11:51:11.266517+00
4436,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55770,202,234,1280,715,2025-11-29 11:46:55.206+00,2025-11-29 11:51:11.266517+00
4437,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55809,202,234,1280,715,2025-11-29 11:46:55.245+00,2025-11-29 11:51:11.266517+00
4438,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55845,202,234,1280,715,2025-11-29 11:46:55.281+00,2025-11-29 11:51:11.266517+00
4439,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55889,202,234,1280,715,2025-11-29 11:46:55.325+00,2025-11-29 11:51:11.266517+00
4440,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55927,202,234,1280,715,2025-11-29 11:46:55.363+00,2025-11-29 11:51:11.266517+00
4441,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,55969,202,234,1280,715,2025-11-29 11:46:55.405+00,2025-11-29 11:51:11.266517+00
4442,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56010,202,234,1280,715,2025-11-29 11:46:55.445+00,2025-11-29 11:51:11.266517+00
4443,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56050,202,234,1280,715,2025-11-29 11:46:55.485+00,2025-11-29 11:51:11.266517+00
4444,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56090,202,234,1280,715,2025-11-29 11:46:55.526+00,2025-11-29 11:51:11.266517+00
4445,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56129,202,234,1280,715,2025-11-29 11:46:55.565+00,2025-11-29 11:51:11.266517+00
4446,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56165,202,234,1280,715,2025-11-29 11:46:55.601+00,2025-11-29 11:51:11.266517+00
4447,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56210,202,234,1280,715,2025-11-29 11:46:55.645+00,2025-11-29 11:51:11.266517+00
4448,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56250,202,234,1280,715,2025-11-29 11:46:55.686+00,2025-11-29 11:51:11.266517+00
4449,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56289,202,234,1280,715,2025-11-29 11:46:55.725+00,2025-11-29 11:51:11.266517+00
4450,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56329,202,234,1280,715,2025-11-29 11:46:55.765+00,2025-11-29 11:51:11.266517+00
4451,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56370,202,234,1280,715,2025-11-29 11:46:55.805+00,2025-11-29 11:51:11.266517+00
4452,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56410,202,234,1280,715,2025-11-29 11:46:55.846+00,2025-11-29 11:51:11.266517+00
4453,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56448,202,234,1280,715,2025-11-29 11:46:55.884+00,2025-11-29 11:51:11.266517+00
4454,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56490,202,234,1280,715,2025-11-29 11:46:55.925+00,2025-11-29 11:51:11.266517+00
4455,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56530,202,234,1280,715,2025-11-29 11:46:55.966+00,2025-11-29 11:51:11.266517+00
4456,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56569,202,234,1280,715,2025-11-29 11:46:56.005+00,2025-11-29 11:51:11.266517+00
4457,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56610,202,234,1280,715,2025-11-29 11:46:56.045+00,2025-11-29 11:51:11.266517+00
4458,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56650,202,234,1280,715,2025-11-29 11:46:56.085+00,2025-11-29 11:51:11.266517+00
4459,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56685,202,234,1280,715,2025-11-29 11:46:56.121+00,2025-11-29 11:51:11.266517+00
4460,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56730,202,234,1280,715,2025-11-29 11:46:56.165+00,2025-11-29 11:51:11.266517+00
4461,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56770,202,234,1280,715,2025-11-29 11:46:56.206+00,2025-11-29 11:51:11.266517+00
4462,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56809,202,234,1280,715,2025-11-29 11:46:56.245+00,2025-11-29 11:51:11.266517+00
4463,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56849,202,234,1280,715,2025-11-29 11:46:56.285+00,2025-11-29 11:51:11.266517+00
4464,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56889,202,234,1280,715,2025-11-29 11:46:56.324+00,2025-11-29 11:51:11.266517+00
4465,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56930,202,234,1280,715,2025-11-29 11:46:56.366+00,2025-11-29 11:51:11.266517+00
4466,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,56969,202,234,1280,715,2025-11-29 11:46:56.405+00,2025-11-29 11:51:11.266517+00
4467,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57010,202,234,1280,715,2025-11-29 11:46:56.445+00,2025-11-29 11:51:11.266517+00
4468,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57050,202,234,1280,715,2025-11-29 11:46:56.486+00,2025-11-29 11:51:11.266517+00
4469,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57089,202,234,1280,715,2025-11-29 11:46:56.525+00,2025-11-29 11:51:11.266517+00
4470,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57127,202,234,1280,715,2025-11-29 11:46:56.562+00,2025-11-29 11:51:11.266517+00
4471,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57170,202,234,1280,715,2025-11-29 11:46:56.606+00,2025-11-29 11:51:11.266517+00
4472,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57205,202,234,1280,715,2025-11-29 11:46:56.641+00,2025-11-29 11:51:11.266517+00
4473,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57250,202,234,1280,715,2025-11-29 11:46:56.685+00,2025-11-29 11:51:11.266517+00
4474,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57290,202,234,1280,715,2025-11-29 11:46:56.726+00,2025-11-29 11:51:11.266517+00
4475,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57329,202,234,1280,715,2025-11-29 11:46:56.765+00,2025-11-29 11:51:11.266517+00
4476,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57370,202,234,1280,715,2025-11-29 11:46:56.805+00,2025-11-29 11:51:11.266517+00
4477,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57410,202,234,1280,715,2025-11-29 11:46:56.846+00,2025-11-29 11:51:11.266517+00
4478,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57449,202,234,1280,715,2025-11-29 11:46:56.885+00,2025-11-29 11:51:11.266517+00
4479,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57490,202,234,1280,715,2025-11-29 11:46:56.925+00,2025-11-29 11:51:11.266517+00
4480,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57530,202,234,1280,715,2025-11-29 11:46:56.966+00,2025-11-29 11:51:11.266517+00
4481,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57568,202,234,1280,715,2025-11-29 11:46:57.004+00,2025-11-29 11:51:11.266517+00
4482,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57606,202,234,1280,715,2025-11-29 11:46:57.042+00,2025-11-29 11:51:11.266517+00
4483,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57640,206,235,1280,715,2025-11-29 11:46:57.076+00,2025-11-29 11:51:11.266517+00
4484,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57680,242,238,1280,715,2025-11-29 11:46:57.116+00,2025-11-29 11:51:11.266517+00
4485,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57725,334,220,1280,715,2025-11-29 11:46:57.161+00,2025-11-29 11:51:11.266517+00
4486,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57761,549,197,1280,715,2025-11-29 11:46:57.196+00,2025-11-29 11:51:11.266517+00
4487,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57807,654,207,1280,715,2025-11-29 11:46:57.243+00,2025-11-29 11:51:11.266517+00
4488,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57845,712,225,1280,715,2025-11-29 11:46:57.28+00,2025-11-29 11:51:11.266517+00
4489,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57886,712,225,1280,715,2025-11-29 11:46:57.322+00,2025-11-29 11:51:11.266517+00
4490,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57926,712,225,1280,715,2025-11-29 11:46:57.361+00,2025-11-29 11:51:11.266517+00
4491,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,57961,712,225,1280,715,2025-11-29 11:46:57.397+00,2025-11-29 11:51:11.266517+00
4492,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58007,712,225,1280,715,2025-11-29 11:46:57.442+00,2025-11-29 11:51:11.266517+00
4493,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58049,712,225,1280,715,2025-11-29 11:46:57.485+00,2025-11-29 11:51:11.266517+00
4494,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58086,712,225,1280,715,2025-11-29 11:46:57.522+00,2025-11-29 11:51:11.266517+00
4495,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58127,712,225,1280,715,2025-11-29 11:46:57.563+00,2025-11-29 11:51:11.266517+00
4496,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58167,712,225,1280,715,2025-11-29 11:46:57.602+00,2025-11-29 11:51:11.266517+00
4497,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58210,712,225,1280,715,2025-11-29 11:46:57.645+00,2025-11-29 11:51:11.266517+00
4498,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58250,712,225,1280,715,2025-11-29 11:46:57.686+00,2025-11-29 11:51:11.266517+00
4499,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58290,712,225,1280,715,2025-11-29 11:46:57.726+00,2025-11-29 11:51:11.266517+00
4500,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58321,712,225,1280,715,2025-11-29 11:46:57.757+00,2025-11-29 11:51:11.266517+00
4501,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58370,712,225,1280,715,2025-11-29 11:46:57.805+00,2025-11-29 11:51:11.266517+00
4502,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58410,712,225,1280,715,2025-11-29 11:46:57.846+00,2025-11-29 11:51:11.266517+00
4503,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58445,712,225,1280,715,2025-11-29 11:46:57.881+00,2025-11-29 11:51:11.266517+00
4504,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58488,712,225,1280,715,2025-11-29 11:46:57.923+00,2025-11-29 11:51:11.266517+00
4505,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58528,712,225,1280,715,2025-11-29 11:46:57.964+00,2025-11-29 11:51:11.266517+00
4506,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58567,712,225,1280,715,2025-11-29 11:46:58.002+00,2025-11-29 11:51:11.266517+00
4507,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58608,712,225,1280,715,2025-11-29 11:46:58.044+00,2025-11-29 11:51:11.266517+00
4508,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58641,712,225,1280,715,2025-11-29 11:46:58.076+00,2025-11-29 11:51:11.266517+00
4509,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58687,712,225,1280,715,2025-11-29 11:46:58.123+00,2025-11-29 11:51:11.266517+00
4510,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58725,712,225,1280,715,2025-11-29 11:46:58.161+00,2025-11-29 11:51:11.266517+00
4511,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58766,712,225,1280,715,2025-11-29 11:46:58.202+00,2025-11-29 11:51:11.266517+00
4512,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58807,712,225,1280,715,2025-11-29 11:46:58.243+00,2025-11-29 11:51:11.266517+00
4513,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58843,712,225,1280,715,2025-11-29 11:46:58.279+00,2025-11-29 11:51:11.266517+00
4514,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58884,712,225,1280,715,2025-11-29 11:46:58.32+00,2025-11-29 11:51:11.266517+00
4515,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58925,712,225,1280,715,2025-11-29 11:46:58.361+00,2025-11-29 11:51:11.266517+00
4516,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,58965,712,225,1280,715,2025-11-29 11:46:58.401+00,2025-11-29 11:51:11.266517+00
4517,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59006,712,225,1280,715,2025-11-29 11:46:58.441+00,2025-11-29 11:51:11.266517+00
4518,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59045,712,225,1280,715,2025-11-29 11:46:58.481+00,2025-11-29 11:51:11.266517+00
4519,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59086,712,225,1280,715,2025-11-29 11:46:58.521+00,2025-11-29 11:51:11.266517+00
4520,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59120,711,225,1280,715,2025-11-29 11:46:58.556+00,2025-11-29 11:51:11.266517+00
4521,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59161,705,228,1280,715,2025-11-29 11:46:58.596+00,2025-11-29 11:51:11.266517+00
4522,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59207,699,231,1280,715,2025-11-29 11:46:58.643+00,2025-11-29 11:51:11.266517+00
4523,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59244,696,233,1280,715,2025-11-29 11:46:58.679+00,2025-11-29 11:51:11.266517+00
4524,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59288,696,233,1280,715,2025-11-29 11:46:58.724+00,2025-11-29 11:51:11.266517+00
4525,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59323,696,233,1280,715,2025-11-29 11:46:58.758+00,2025-11-29 11:51:11.266517+00
4526,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59361,697,231,1280,715,2025-11-29 11:46:58.797+00,2025-11-29 11:51:11.266517+00
4527,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59408,698,230,1280,715,2025-11-29 11:46:58.843+00,2025-11-29 11:51:11.266517+00
4528,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59450,698,230,1280,715,2025-11-29 11:46:58.886+00,2025-11-29 11:51:11.266517+00
4529,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59484,698,230,1280,715,2025-11-29 11:46:58.92+00,2025-11-29 11:51:11.266517+00
4530,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59524,698,230,1280,715,2025-11-29 11:46:58.96+00,2025-11-29 11:51:11.266517+00
4531,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59565,698,230,1280,715,2025-11-29 11:46:59.001+00,2025-11-29 11:51:11.266517+00
4532,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59605,698,230,1280,715,2025-11-29 11:46:59.04+00,2025-11-29 11:51:11.266517+00
4533,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59645,698,230,1280,715,2025-11-29 11:46:59.08+00,2025-11-29 11:51:11.266517+00
4534,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59685,698,230,1280,715,2025-11-29 11:46:59.121+00,2025-11-29 11:51:11.266517+00
4535,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59725,698,230,1280,715,2025-11-29 11:46:59.161+00,2025-11-29 11:51:11.266517+00
4536,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59760,698,230,1280,715,2025-11-29 11:46:59.196+00,2025-11-29 11:51:11.266517+00
4537,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59806,698,230,1280,715,2025-11-29 11:46:59.242+00,2025-11-29 11:51:11.266517+00
4538,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59845,698,230,1280,715,2025-11-29 11:46:59.281+00,2025-11-29 11:51:11.266517+00
4539,05764de8-c886-4fe9-bcaf-313de86f3c97,51381787-c3a4-4a69-a44d-0750124ee2ad,task-2,59887,698,230,1280,715,2025-11-29 11:46:59.323+00,2025-11-29 11:51:11.266517+00
